date,Movie,budget,domestic_revenue,world_revenue,year,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes
2012-12-19,Zero Dark Thirty,52500000.0,95720716.0,134612435.0,2012,Zero Dark Thirty,0,2012,157,Drama,7.4,323785
2012-12-19,Zero Dark Thirty,52500000.0,95720716.0,134612435.0,2012,Zero Dark Thirty,0,2012,157,History,7.4,323785
2012-12-19,Zero Dark Thirty,52500000.0,95720716.0,134612435.0,2012,Zero Dark Thirty,0,2012,157,Thriller,7.4,323785
2012-12-19,The Guilt Trip,40000000.0,37134215.0,41742317.0,2012,The Guilt Trip,0,2012,95,Comedy,5.8,40937
2012-12-19,The Guilt Trip,40000000.0,37134215.0,41742317.0,2012,The Guilt Trip,0,2012,95,Drama,5.8,40937
2013-12-19,The Secret Life of Walter Mitty,91000000.0,58236838.0,187861183.0,2013,The Secret Life of Walter Mitty,0,2013,114,Adventure,7.3,347456
2013-12-19,The Secret Life of Walter Mitty,91000000.0,58236838.0,187861183.0,2013,The Secret Life of Walter Mitty,0,2013,114,Comedy,7.3,347456
2013-12-19,The Secret Life of Walter Mitty,91000000.0,58236838.0,187861183.0,2013,The Secret Life of Walter Mitty,0,2013,114,Drama,7.3,347456
2013-12-19,Dhoom 3,24000000.0,8031955.0,11723620.0,2013,Dhoom:3,0,2013,172,Action,5.4,50065
2013-12-19,Dhoom 3,24000000.0,8031955.0,11723620.0,2013,Dhoom:3,0,2013,172,Crime,5.4,50065
2013-12-19,Dhoom 3,24000000.0,8031955.0,11723620.0,2013,Dhoom:3,0,2013,172,Drama,5.4,50065
2014-12-19,Seventh Son,95000000.0,17725785.0,108874967.0,2014,Seventh Son,0,2014,102,Action,5.5,81357
2014-12-19,Seventh Son,95000000.0,17725785.0,108874967.0,2014,Seventh Son,0,2014,102,Adventure,5.5,81357
2014-12-19,Seventh Son,95000000.0,17725785.0,108874967.0,2014,Seventh Son,0,2014,102,Fantasy,5.5,81357
2018-12-19,Mary Poppins Returns,130000000.0,171958438.0,345606500.0,2018,Mary Poppins Returns,0,2018,130,Adventure,6.7,96574
2018-12-19,Mary Poppins Returns,130000000.0,171958438.0,345606500.0,2018,Mary Poppins Returns,0,2018,130,Comedy,6.7,96574
2018-12-19,Mary Poppins Returns,130000000.0,171958438.0,345606500.0,2018,Mary Poppins Returns,0,2018,130,Family,6.7,96574
2019-12-19,Baekdusan,17700000.0,372562.0,59505509.0,2019,,0,2015,\N,Action,7.2,7
2019-12-19,Baekdusan,17700000.0,372562.0,59505509.0,2019,,0,2015,\N,Drama,7.2,7
2019-12-19,Baekdusan,17700000.0,372562.0,59505509.0,2019,,0,2015,\N,Mystery,7.2,7
2019-12-19,Pinocchio,13200000.0,1831718.0,30360375.0,2019,Pinocchio,0,2019,125,Drama,6.3,15014
2019-12-19,Pinocchio,13200000.0,1831718.0,30360375.0,2019,Pinocchio,0,2019,125,Family,6.3,15014
2019-12-19,Pinocchio,13200000.0,1831718.0,30360375.0,2019,Pinocchio,0,2019,125,Fantasy,6.3,15014
2005-12-02,Aeon Flux,55000000.0,25857987.0,53913573.0,2005,Æon Flux,0,2005,93,Action,5.4,133913
2005-12-02,Aeon Flux,55000000.0,25857987.0,53913573.0,2005,Æon Flux,0,2005,93,Adventure,5.4,133913
2005-12-02,Aeon Flux,55000000.0,25857987.0,53913573.0,2005,Æon Flux,0,2005,93,Sci-Fi,5.4,133913
2011-12-02,Shame,6500000.0,4002293.0,20412841.0,2011,Shame,0,2011,101,Drama,7.2,208655
2014-12-02,Speak No Evil,150000.0,0.0,5953701.0,2014,Speak No Evil,0,2013,74,Horror,3.3,692
2015-12-02,Point Break,100000000.0,28782481.0,126704591.0,2015,Point Break,0,2015,114,Action,5.3,66968
2015-12-02,Point Break,100000000.0,28782481.0,126704591.0,2015,Point Break,0,2015,114,Adventure,5.3,66968
2015-12-02,Point Break,100000000.0,28782481.0,126704591.0,2015,Point Break,0,2015,114,Crime,5.3,66968
2015-12-02,Krampus,15000000.0,42725475.0,61788393.0,2015,Krampus,0,2015,98,Comedy,6.2,85285
2015-12-02,Krampus,15000000.0,42725475.0,61788393.0,2015,Krampus,0,2015,98,Fantasy,6.2,85285
2015-12-02,Krampus,15000000.0,42725475.0,61788393.0,2015,Krampus,0,2015,98,Horror,6.2,85285
2016-12-02,Jackie,9000000.0,13960394.0,36588512.0,2016,Jackie,0,2016,100,Biography,6.6,84175
2016-12-02,Jackie,9000000.0,13960394.0,36588512.0,2016,Jackie,0,2016,100,Drama,6.6,84175
2016-12-02,Incarnate,5000000.0,4799774.0,9371036.0,2016,Incarnate,0,2016,87,Horror,5.3,14335
2016-12-02,Incarnate,5000000.0,4799774.0,9371036.0,2016,Incarnate,0,2016,87,Thriller,5.3,14335
2016-12-02,Believe,3500000.0,890303.0,890303.0,2016,Believe,0,2016,119,Drama,5.0,480
2016-12-02,The Eyes of My Mother,300000.0,27099.0,48539.0,2016,The Eyes of My Mother,0,2016,76,Drama,6.2,14917
2016-12-02,The Eyes of My Mother,300000.0,27099.0,48539.0,2016,The Eyes of My Mother,0,2016,76,Horror,6.2,14917
2016-12-02,The Eyes of My Mother,300000.0,27099.0,48539.0,2016,The Eyes of My Mother,0,2016,76,Thriller,6.2,14917
2022-12-02,Puss in Boots: The Last Wish,90000000.0,186090535.0,485254377.0,2022,,0,2015,\N,Action,7.2,7
2022-12-02,Puss in Boots: The Last Wish,90000000.0,186090535.0,485254377.0,2022,,0,2015,\N,Drama,7.2,7
2022-12-02,Puss in Boots: The Last Wish,90000000.0,186090535.0,485254377.0,2022,,0,2015,\N,Mystery,7.2,7
1946-12-20,It’s a Wonderful Life,3180000.0,12241691.0,16420592.0,1946,It's a Wonderful Life,0,1946,130,Drama,8.6,507816
1946-12-20,It’s a Wonderful Life,3180000.0,12241691.0,16420592.0,1946,It's a Wonderful Life,0,1946,130,Family,8.6,507816
1946-12-20,It’s a Wonderful Life,3180000.0,12241691.0,16420592.0,1946,It's a Wonderful Life,0,1946,130,Fantasy,8.6,507816
1974-12-20,The Man with the Golden Gun,7000000.0,21000000.0,97600000.0,1974,The Man with the Golden Gun,0,1974,125,Action,6.7,114943
1974-12-20,The Man with the Golden Gun,7000000.0,21000000.0,97600000.0,1974,The Man with the Golden Gun,0,1974,125,Adventure,6.7,114943
1974-12-20,The Man with the Golden Gun,7000000.0,21000000.0,97600000.0,1974,The Man with the Golden Gun,0,1974,125,Thriller,6.7,114943
1989-12-20,Born on the Fourth of July,14000000.0,70001698.0,70001698.0,1989,Born on the Fourth of July,0,1989,145,Biography,7.2,118306
1989-12-20,Born on the Fourth of July,14000000.0,70001698.0,70001698.0,1989,Born on the Fourth of July,0,1989,145,Drama,7.2,118306
1989-12-20,Born on the Fourth of July,14000000.0,70001698.0,70001698.0,1989,Born on the Fourth of July,0,1989,145,War,7.2,118306
1989-12-20,Roger & Me,140000.0,6706368.0,6706368.0,1989,Roger & Me,0,1989,91,Documentary,7.5,27707
1991-12-20,JFK,40000000.0,70405498.0,205400000.0,1991,JFK,0,1991,189,Drama,8.0,173087
1991-12-20,JFK,40000000.0,70405498.0,205400000.0,1991,JFK,0,1991,189,History,8.0,173087
1991-12-20,JFK,40000000.0,70405498.0,205400000.0,1991,JFK,0,1991,189,Thriller,8.0,173087
1995-12-20,Nixon,45000000.0,13668249.0,34668249.0,1995,Nixon,0,1995,192,Biography,7.1,33170
1995-12-20,Nixon,45000000.0,13668249.0,34668249.0,1995,Nixon,0,1995,192,Drama,7.1,33170
1995-12-20,Nixon,45000000.0,13668249.0,34668249.0,1995,Nixon,0,1995,192,History,7.1,33170
1996-12-20,Evita,55000000.0,50047179.0,151947179.0,1996,Evita,0,1996,135,Biography,6.3,37992
1996-12-20,Evita,55000000.0,50047179.0,151947179.0,1996,Evita,0,1996,135,Drama,6.3,37992
1996-12-20,Evita,55000000.0,50047179.0,151947179.0,1996,Evita,0,1996,135,History,6.3,37992
1996-12-20,Ghosts of Mississippi,36000000.0,13052741.0,13052741.0,1996,Ghosts of Mississippi,0,1996,130,Drama,6.7,12315
1996-12-20,Ghosts of Mississippi,36000000.0,13052741.0,13052741.0,1996,Ghosts of Mississippi,0,1996,130,History,6.7,12315
1996-12-20,Marvin's Room,23000000.0,12803305.0,12803305.0,1996,Marvin's Room,0,1996,98,Drama,6.7,30486
1996-12-20,My Fellow Americans,21500000.0,22331846.0,22331846.0,1996,My Fellow Americans,0,1996,101,Adventure,6.5,16094
1996-12-20,My Fellow Americans,21500000.0,22331846.0,22331846.0,1996,My Fellow Americans,0,1996,101,Comedy,6.5,16094
1996-12-20,Scream,15000000.0,103046663.0,173046640.0,1996,Scream,0,1996,111,Horror,7.4,402159
1996-12-20,Scream,15000000.0,103046663.0,173046640.0,1996,Scream,0,1996,111,Mystery,7.4,402159
1996-12-20,Scream,15000000.0,103046663.0,173046640.0,1996,Kryk,0,1996,\N,Documentary,6.1,15
1996-12-20,Beavis and Butt-Head Do America,12000000.0,63118386.0,63118386.0,1996,,0,2015,\N,Action,7.2,7
1996-12-20,Beavis and Butt-Head Do America,12000000.0,63118386.0,63118386.0,1996,,0,2015,\N,Drama,7.2,7
1996-12-20,Beavis and Butt-Head Do America,12000000.0,63118386.0,63118386.0,1996,,0,2015,\N,Mystery,7.2,7
2002-12-20,Gangs of New York,97000000.0,77730500.0,183124621.0,2002,Gangs of New York,0,2002,167,Crime,7.5,480128
2002-12-20,Gangs of New York,97000000.0,77730500.0,183124621.0,2002,Gangs of New York,0,2002,167,Drama,7.5,480128
2002-12-20,Two Weeks Notice,60000000.0,93354918.0,199043309.0,2002,Two Weeks Notice,0,2002,101,Comedy,6.2,127897
2002-12-20,Two Weeks Notice,60000000.0,93354918.0,199043309.0,2002,Two Weeks Notice,0,2002,101,Romance,6.2,127897
2002-12-20,The Wild Thornberrys Movie,25000000.0,40108697.0,60694737.0,2002,,0,2015,\N,Action,7.2,7
2002-12-20,The Wild Thornberrys Movie,25000000.0,40108697.0,60694737.0,2002,,0,2015,\N,Drama,7.2,7
2002-12-20,The Wild Thornberrys Movie,25000000.0,40108697.0,60694737.0,2002,,0,2015,\N,Mystery,7.2,7
2002-12-20,Narc,7500000.0,10465659.0,11843260.0,2002,Narc,0,2002,105,Crime,7.1,43783
2002-12-20,Narc,7500000.0,10465659.0,11843260.0,2002,Narc,0,2002,105,Drama,7.1,43783
2002-12-20,Narc,7500000.0,10465659.0,11843260.0,2002,Narc,0,2002,105,Mystery,7.1,43783
2006-12-20,Rocky Balboa,24000000.0,70269899.0,156229050.0,2006,Rocky Balboa,0,2006,102,Action,7.1,234405
2006-12-20,Rocky Balboa,24000000.0,70269899.0,156229050.0,2006,Rocky Balboa,0,2006,102,Drama,7.1,234405
2006-12-20,Rocky Balboa,24000000.0,70269899.0,156229050.0,2006,Rocky Balboa,0,2006,102,Sport,7.1,234405
2006-12-20,The Painted Veil,19400000.0,8060487.0,15118795.0,2006,The Painted Veil,0,2006,125,Drama,7.4,96824
2006-12-20,The Painted Veil,19400000.0,8060487.0,15118795.0,2006,The Painted Veil,0,2006,125,Romance,7.4,96824
2006-12-20,Letters from Iwo Jima,13000000.0,13756082.0,67867998.0,2006,Letters from Iwo Jima,0,2006,141,Action,7.8,171768
2006-12-20,Letters from Iwo Jima,13000000.0,13756082.0,67867998.0,2006,Letters from Iwo Jima,0,2006,141,Adventure,7.8,171768
2006-12-20,Letters from Iwo Jima,13000000.0,13756082.0,67867998.0,2006,Letters from Iwo Jima,0,2006,141,Drama,7.8,171768
2011-12-20,The Girl with the Dragon Tattoo,90000000.0,102515793.0,239373970.0,2011,The Girl with the Dragon Tattoo,0,2011,158,Crime,7.8,504172
2011-12-20,The Girl with the Dragon Tattoo,90000000.0,102515793.0,239373970.0,2011,The Girl with the Dragon Tattoo,0,2011,158,Drama,7.8,504172
2011-12-20,The Girl with the Dragon Tattoo,90000000.0,102515793.0,239373970.0,2011,The Girl with the Dragon Tattoo,0,2011,158,Mystery,7.8,504172
2012-12-20,Jack Reacher,60000000.0,80070736.0,217370736.0,2012,Jack Reacher,0,2012,130,Action,7.0,372767
2012-12-20,Jack Reacher,60000000.0,80070736.0,217370736.0,2012,Jack Reacher,0,2012,130,Mystery,7.0,372767
2012-12-20,Jack Reacher,60000000.0,80070736.0,217370736.0,2012,Jack Reacher,0,2012,130,Thriller,7.0,372767
2012-12-20,This is 40,35000000.0,67544505.0,90221182.0,2012,This Is 40,0,2012,134,Comedy,6.2,152885
2012-12-20,This is 40,35000000.0,67544505.0,90221182.0,2012,This Is 40,0,2012,134,Drama,6.2,152885
2012-12-20,This is 40,35000000.0,67544505.0,90221182.0,2012,This Is 40,0,2012,134,Romance,6.2,152885
2012-12-20,The Company You Keep,2000000.0,5132442.0,21087760.0,2012,The Company You Keep,0,2012,125,Drama,6.4,35600
2012-12-20,The Company You Keep,2000000.0,5132442.0,21087760.0,2012,The Company You Keep,0,2012,125,Thriller,6.4,35600
2013-12-20,Walking with Dinosaurs,80000000.0,36076121.0,123368842.0,2013,,0,2015,\N,Action,7.2,7
2013-12-20,Walking with Dinosaurs,80000000.0,36076121.0,123368842.0,2013,,0,2015,\N,Drama,7.2,7
2013-12-20,Walking with Dinosaurs,80000000.0,36076121.0,123368842.0,2013,,0,2015,\N,Mystery,7.2,7
2017-12-20,Jumanji: Welcome to the Jungle,90000000.0,404508916.0,961632807.0,2017,Jumanji: Welcome to the Jungle,0,2017,119,Action,7.0,463088
2017-12-20,Jumanji: Welcome to the Jungle,90000000.0,404508916.0,961632807.0,2017,Jumanji: Welcome to the Jungle,0,2017,119,Adventure,7.0,463088
2017-12-20,Jumanji: Welcome to the Jungle,90000000.0,404508916.0,961632807.0,2017,Jumanji: Welcome to the Jungle,0,2017,119,Comedy,7.0,463088
2018-12-20,Holmes & Watson,42000000.0,30568743.0,41926605.0,2018,Holmes & Watson,0,2018,90,Comedy,3.9,40030
2018-12-20,Holmes & Watson,42000000.0,30568743.0,41926605.0,2018,Holmes & Watson,0,2018,90,Crime,3.9,40030
2018-12-20,Holmes & Watson,42000000.0,30568743.0,41926605.0,2018,Holmes & Watson,0,2018,90,Mystery,3.9,40030
2023-12-20,Aquaman and the Lost Kingdom,205000000.0,124481226.0,433845564.0,2023,Aquaman and the Lost Kingdom,0,2023,124,Action,5.6,98718
2023-12-20,Aquaman and the Lost Kingdom,205000000.0,124481226.0,433845564.0,2023,Aquaman and the Lost Kingdom,0,2023,124,Adventure,5.6,98718
2023-12-20,Aquaman and the Lost Kingdom,205000000.0,124481226.0,433845564.0,2023,Aquaman and the Lost Kingdom,0,2023,124,Fantasy,5.6,98718
1937-12-21,Snow White and the Seven Dwarfs,1488000.0,184925486.0,187171725.0,1937,Pamuk Prenses ve 7 Cüceler,0,1971,92,Adventure,4.9,454
1937-12-21,Snow White and the Seven Dwarfs,1488000.0,184925486.0,187171725.0,1937,Pamuk Prenses ve 7 Cüceler,0,1971,92,Family,4.9,454
1937-12-21,Snow White and the Seven Dwarfs,1488000.0,184925486.0,187171725.0,1937,Pamuk Prenses ve 7 Cüceler,0,1971,92,Fantasy,4.9,454
1979-12-21,The Black Hole,20000000.0,35841901.0,35841901.0,1979,The Black Hole,0,1979,98,Action,5.9,28564
1979-12-21,The Black Hole,20000000.0,35841901.0,35841901.0,1979,The Black Hole,0,1979,98,Sci-Fi,5.9,28564
1988-12-21,Dangerous Liaisons,14000000.0,34700000.0,34700000.0,1988,Dangerous Liaisons,0,1988,119,Drama,7.5,76295
1988-12-21,Dangerous Liaisons,14000000.0,34700000.0,34700000.0,1988,Dangerous Liaisons,0,1988,119,Romance,7.5,76295
1990-12-21,Kindergarten Cop,26000000.0,91457688.0,202000000.0,1990,Kindergarten Cop,0,1990,111,Action,6.2,165402
1990-12-21,Kindergarten Cop,26000000.0,91457688.0,202000000.0,1990,Kindergarten Cop,0,1990,111,Comedy,6.2,165402
1990-12-21,Kindergarten Cop,26000000.0,91457688.0,202000000.0,1990,Kindergarten Cop,0,1990,111,Crime,6.2,165402
1994-12-21,Ri¢hie Ri¢h,40000000.0,38087756.0,38087756.0,1994,,0,2015,\N,Action,7.2,7
1994-12-21,Ri¢hie Ri¢h,40000000.0,38087756.0,38087756.0,1994,,0,2015,\N,Drama,7.2,7
1994-12-21,Ri¢hie Ri¢h,40000000.0,38087756.0,38087756.0,1994,,0,2015,\N,Mystery,7.2,7
1994-12-21,Little Women,15000000.0,50003303.0,50003303.0,1994,Little Women,0,1994,115,Drama,7.3,64737
1994-12-21,Little Women,15000000.0,50003303.0,50003303.0,1994,Little Women,0,1994,115,Family,7.3,64737
1994-12-21,Little Women,15000000.0,50003303.0,50003303.0,1994,Little Women,0,1994,115,Romance,7.3,64737
1999-12-21,"Girl, Interrupted",24000000.0,28871190.0,48308749.0,1999,"Girl, Interrupted",0,1999,127,Biography,7.3,217669
1999-12-21,"Girl, Interrupted",24000000.0,28871190.0,48308749.0,1999,"Girl, Interrupted",0,1999,127,Drama,7.3,217669
2001-12-21,A Beautiful Mind,78000000.0,170708996.0,317668058.0,2001,A Beautiful Mind,0,2001,135,Biography,8.2,1003170
2001-12-21,A Beautiful Mind,78000000.0,170708996.0,317668058.0,2001,A Beautiful Mind,0,2001,135,Drama,8.2,1003170
2001-12-21,A Beautiful Mind,78000000.0,170708996.0,317668058.0,2001,A Beautiful Mind,0,2001,135,Mystery,8.2,1003170
2001-12-21,The Majestic,72000000.0,27796042.0,37306334.0,2001,The Majestic,0,2001,152,Drama,6.9,58389
2001-12-21,The Majestic,72000000.0,27796042.0,37306334.0,2001,The Majestic,0,2001,152,Romance,6.9,58389
2001-12-21,Joe Somebody,38000000.0,22770864.0,24515990.0,2001,Joe Somebody,0,2001,98,Comedy,5.5,11190
2001-12-21,Joe Somebody,38000000.0,22770864.0,24515990.0,2001,Joe Somebody,0,2001,98,Drama,5.5,11190
2001-12-21,Jimmy Neutron: Boy Genius,25000000.0,80936232.0,102992536.0,2001,Jimmy Neutron: Boy Genius,0,2001,82,Action,6.1,38704
2001-12-21,Jimmy Neutron: Boy Genius,25000000.0,80936232.0,102992536.0,2001,Jimmy Neutron: Boy Genius,0,2001,82,Adventure,6.1,38704
2001-12-21,Jimmy Neutron: Boy Genius,25000000.0,80936232.0,102992536.0,2001,Jimmy Neutron: Boy Genius,0,2001,82,Animation,6.1,38704
2001-12-21,How High,12000000.0,31155435.0,31222395.0,2001,How High,0,2001,93,Comedy,6.2,62729
2001-12-21,How High,12000000.0,31155435.0,31222395.0,2001,How High,0,2001,93,Fantasy,6.2,62729
2005-12-21,Fun with Dick & Jane,140000000.0,110550000.0,203018919.0,2005,Fun with Dick and Jane,0,2005,90,Comedy,6.2,156333
2005-12-21,Fun with Dick & Jane,140000000.0,110550000.0,203018919.0,2005,Fun with Dick and Jane,0,2005,90,Crime,6.2,156333
2005-12-21,Cheaper by the Dozen 2,60000000.0,82571173.0,135015330.0,2005,Cheaper by the Dozen 2,0,2005,94,Adventure,5.5,63724
2005-12-21,Cheaper by the Dozen 2,60000000.0,82571173.0,135015330.0,2005,Cheaper by the Dozen 2,0,2005,94,Comedy,5.5,63724
2005-12-21,Cheaper by the Dozen 2,60000000.0,82571173.0,135015330.0,2005,Cheaper by the Dozen 2,0,2005,94,Family,5.5,63724
2005-12-21,The White Countess,16000000.0,1669971.0,2814566.0,2005,The White Countess,0,2005,135,Drama,6.5,7054
2005-12-21,The White Countess,16000000.0,1669971.0,2814566.0,2005,The White Countess,0,2005,135,History,6.5,7054
2005-12-21,The White Countess,16000000.0,1669971.0,2814566.0,2005,The White Countess,0,2005,135,Romance,6.5,7054
2006-12-21,Man cheng jin dai huang jin jia,45000000.0,6566773.0,76904429.0,2006,,0,2015,\N,Action,7.2,7
2006-12-21,Man cheng jin dai huang jin jia,45000000.0,6566773.0,76904429.0,2006,,0,2015,\N,Drama,7.2,7
2006-12-21,Man cheng jin dai huang jin jia,45000000.0,6566773.0,76904429.0,2006,,0,2015,\N,Mystery,7.2,7
2006-12-21,Venus,6000000.0,3347411.0,7818479.0,2006,Venus,0,2006,95,Comedy,7.1,13557
2006-12-21,Venus,6000000.0,3347411.0,7818479.0,2006,Venus,0,2006,95,Drama,7.1,13557
2006-12-21,Venus,6000000.0,3347411.0,7818479.0,2006,Venus,0,2006,95,Romance,7.1,13557
2007-12-21,Charlie Wilson’s War,75000000.0,66661095.0,119512771.0,2007,Charlie Wilson's War,0,2007,102,Biography,7.0,126305
2007-12-21,Charlie Wilson’s War,75000000.0,66661095.0,119512771.0,2007,Charlie Wilson's War,0,2007,102,Comedy,7.0,126305
2007-12-21,Charlie Wilson’s War,75000000.0,66661095.0,119512771.0,2007,Charlie Wilson's War,0,2007,102,Drama,7.0,126305
2007-12-21,Walk Hard: The Dewey Cox Story,35000000.0,18317151.0,20606053.0,2007,Walk Hard: The Dewey Cox Story,0,2007,96,Comedy,6.8,78264
2007-12-21,Walk Hard: The Dewey Cox Story,35000000.0,18317151.0,20606053.0,2007,Walk Hard: The Dewey Cox Story,0,2007,96,Music,6.8,78264
2007-12-21,"P.S., I Love You",30000000.0,53695808.0,155769678.0,2007,P.S. I Love You,0,2007,126,Comedy,7.0,220172
2007-12-21,"P.S., I Love You",30000000.0,53695808.0,155769678.0,2007,P.S. I Love You,0,2007,126,Drama,7.0,220172
2007-12-21,"P.S., I Love You",30000000.0,53695808.0,155769678.0,2007,P.S. I Love You,0,2007,126,Romance,7.0,220172
2007-12-21,Blonde Ambition,10000000.0,6422.0,1537479.0,2007,Blonde Ambition,0,2007,93,Comedy,3.9,6223
2007-12-21,Blonde Ambition,10000000.0,6422.0,1537479.0,2007,Blonde Ambition,0,2007,93,Romance,3.9,6223
2011-12-21,Albert Nobbs,7500000.0,3014696.0,8539003.0,2011,Albert Nobbs,0,2011,113,Drama,6.7,25797
2011-12-21,Albert Nobbs,7500000.0,3014696.0,8539003.0,2011,Albert Nobbs,0,2011,113,Romance,6.7,25797
2012-12-21,Cirque du Soleil: Worlds Away,25000000.0,12512862.0,34153101.0,2012,Cirque du Soleil: Worlds Away,0,2012,91,Fantasy,6.7,8273
2016-12-21,Assassin’s Creed,125000000.0,54647948.0,240759682.0,2016,Assassin's Creed,0,2016,115,Action,5.6,211156
2016-12-21,Assassin’s Creed,125000000.0,54647948.0,240759682.0,2016,Assassin's Creed,0,2016,115,Adventure,5.6,211156
2016-12-21,Assassin’s Creed,125000000.0,54647948.0,240759682.0,2016,Assassin's Creed,0,2016,115,Sci-Fi,5.6,211156
2016-12-21,Passengers,110000000.0,100014699.0,302239672.0,2016,Passengers,0,2016,116,Drama,7.0,461628
2016-12-21,Passengers,110000000.0,100014699.0,302239672.0,2016,Passengers,0,2016,116,Romance,7.0,461628
2016-12-21,Passengers,110000000.0,100014699.0,302239672.0,2016,Passengers,0,2016,116,Sci-Fi,7.0,461628
2016-12-21,Patriots Day,40000000.0,31886361.0,52837989.0,2016,Patriots Day,0,2016,133,Action,7.3,115155
2016-12-21,Patriots Day,40000000.0,31886361.0,52837989.0,2016,Patriots Day,0,2016,133,Crime,7.3,115155
2016-12-21,Patriots Day,40000000.0,31886361.0,52837989.0,2016,Patriots Day,0,2016,133,Drama,7.3,115155
2016-12-21,Why Him?,38000000.0,60323786.0,117425156.0,2016,Why Him?,0,2016,111,Comedy,6.2,127111
2016-12-21,Dangal,9500000.0,12391761.0,305149461.0,2016,Dangal,0,2016,161,Action,8.3,217350
2016-12-21,Dangal,9500000.0,12391761.0,305149461.0,2016,Dangal,0,2016,161,Biography,8.3,217350
2016-12-21,Dangal,9500000.0,12391761.0,305149461.0,2016,Dangal,0,2016,161,Drama,8.3,217350
2017-12-21,Pitch Perfect 3,45000000.0,104897530.0,185736412.0,2017,Pitch Perfect 3,0,2017,93,Comedy,5.8,73320
2017-12-21,Pitch Perfect 3,45000000.0,104897530.0,185736412.0,2017,Pitch Perfect 3,0,2017,93,Music,5.8,73320
2018-12-21,Vice,60000000.0,47836282.0,70893782.0,2018,Vice,0,2018,132,Biography,7.2,165513
2018-12-21,Vice,60000000.0,47836282.0,70893782.0,2018,Vice,0,2018,132,Comedy,7.2,165513
2018-12-21,Vice,60000000.0,47836282.0,70893782.0,2018,Vice,0,2018,132,Drama,7.2,165513
2018-12-21,Welcome to Marwen,45000000.0,10763520.0,13086137.0,2018,Welcome to Marwen,0,2018,116,Biography,6.2,26517
2018-12-21,Welcome to Marwen,45000000.0,10763520.0,13086137.0,2018,Welcome to Marwen,0,2018,116,Comedy,6.2,26517
2018-12-21,Welcome to Marwen,45000000.0,10763520.0,13086137.0,2018,Welcome to Marwen,0,2018,116,Drama,6.2,26517
2022-12-21,The Whale,3000000.0,17453440.0,54044481.0,2022,The Whale,0,2022,117,Drama,7.6,224906
2023-12-21,The Iron Claw,15900000.0,35611828.0,42816090.0,2023,The Iron Claw,0,2023,132,Biography,7.6,92703
2023-12-21,The Iron Claw,15900000.0,35611828.0,42816090.0,2023,The Iron Claw,0,2023,132,Drama,7.6,92703
2023-12-21,The Iron Claw,15900000.0,35611828.0,42816090.0,2023,The Iron Claw,0,2023,132,Sport,7.6,92703
1964-12-22,Goldfinger,3000000.0,51100000.0,124900000.0,1964,Goldfinger,0,1964,110,Action,7.7,205731
1964-12-22,Goldfinger,3000000.0,51100000.0,124900000.0,1964,Goldfinger,0,1964,110,Adventure,7.7,205731
1964-12-22,Goldfinger,3000000.0,51100000.0,124900000.0,1964,Goldfinger,0,1964,110,Thriller,7.7,205731
1965-12-22,Doctor Zhivago,11000000.0,111897830.0,112040388.0,1965,Doctor Zhivago,0,1965,197,Drama,7.9,83229
1965-12-22,Doctor Zhivago,11000000.0,111897830.0,112040388.0,1965,Doctor Zhivago,0,1965,197,Romance,7.9,83229
1965-12-22,Doctor Zhivago,11000000.0,111897830.0,112040388.0,1965,Doctor Zhivago,0,1965,197,War,7.9,83229
1978-12-22,Force 10 from Navarone,5000000.0,7100000.0,7100000.0,1978,Force 10 from Navarone,0,1978,118,Action,6.4,20216
1978-12-22,Force 10 from Navarone,5000000.0,7100000.0,7100000.0,1978,Force 10 from Navarone,0,1978,118,Drama,6.4,20216
1978-12-22,Force 10 from Navarone,5000000.0,7100000.0,7100000.0,1978,Force 10 from Navarone,0,1978,118,War,6.4,20216
1989-12-22,Tango & Cash,55000000.0,63408614.0,63408614.0,1989,,0,2015,\N,Action,7.2,7
1989-12-22,Tango & Cash,55000000.0,63408614.0,63408614.0,1989,,0,2015,\N,Drama,7.2,7
1989-12-22,Tango & Cash,55000000.0,63408614.0,63408614.0,1989,,0,2015,\N,Mystery,7.2,7
1993-12-22,Philadelphia,26000000.0,77324422.0,201324422.0,1993,Philadelphia,0,1993,125,Drama,7.7,262042
1995-12-22,Cutthroat Island,92000000.0,10017322.0,18517322.0,1995,Cutthroat Island,0,1995,124,Action,5.7,31211
1995-12-22,Cutthroat Island,92000000.0,10017322.0,18517322.0,1995,Cutthroat Island,0,1995,124,Adventure,5.7,31211
1995-12-22,Cutthroat Island,92000000.0,10017322.0,18517322.0,1995,Cutthroat Island,0,1995,124,Comedy,5.7,31211
1999-12-22,Any Given Sunday,60000000.0,75530832.0,100230832.0,1999,Any Given Sunday,0,1999,162,Drama,6.9,127155
1999-12-22,Any Given Sunday,60000000.0,75530832.0,100230832.0,1999,Any Given Sunday,0,1999,162,Sport,6.9,127155
1999-12-22,Man on the Moon,52000000.0,34580635.0,47407635.0,1999,Man on the Moon,0,1999,118,Biography,7.4,139109
1999-12-22,Man on the Moon,52000000.0,34580635.0,47407635.0,1999,Man on the Moon,0,1999,118,Comedy,7.4,139109
1999-12-22,Man on the Moon,52000000.0,34580635.0,47407635.0,1999,Man on the Moon,0,1999,118,Drama,7.4,139109
